Smile,Label
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@H]2C,0.3112808167934418
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(OCCOC)ccc3C[C@@H]1[C@H]2C,0.33462777733802795
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(C#N)ccc3C[C@@H]1[C@H]2C,0.30536729097366333
CC[C@H](c1ccc(F)cc1)N1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@H]2C,0.2627744674682617
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(OC(C)=O)ccc3C[C@@H]1[C@H]2C,0.29308751225471497
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(N)ccc3C[C@@H]1[C@H]2C,0.6408768892288208
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(C(=O)NCCO)ccc3C[C@@H]1[C@H]2C,0.2489347755908966
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(NC)ccc3C[C@@H]1[C@H]2C,0.4427359700202942
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(OCC#N)ccc3C[C@@H]1[C@H]2C,0.27237680554389954
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(NCC#N)ccc3C[C@@H]1[C@H]2C,0.38745731115341187
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(OCCO)ccc3C[C@@H]1[C@H]2C,0.28300732374191284
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(OCC(N)=O)ccc3C[C@@H]1[C@H]2C,0.2676997482776642
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(C(=O)N4CCC[C@@H]4C(=O)OC)ccc3C[C@@H]1[C@H]2C,0.1992879956960678
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(C(=O)N4CCC[C@H]4C(=O)OC)ccc3C[C@@H]1[C@H]2C,0.2397938370704651
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(OCC(=O)NO)ccc3C[C@@H]1[C@H]2C,0.8325672745704651
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(NCc4ccc(OC)cc4OC)ccc3C[C@@H]1[C@H]2C,0.5036040544509888
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(NC=O)ccc3C[C@@H]1[C@H]2C,0.5451793670654297
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(NC(=O)CCCCCC(=O)OC)ccc3C[C@@H]1[C@H]2C,0.29078173637390137
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(C(=O)N4CCCC[C@H]4C(=O)OC)ccc3C[C@@H]1[C@H]2C,0.21571603417396545
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(NC(=O)COc4ccc(OC)cc4)ccc3C[C@@H]1[C@H]2C,0.39839673042297363
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(NC(=O)COc4ccc(C#N)cc4)ccc3C[C@@H]1[C@H]2C,0.3738436996936798
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(C(=O)N4CC4)ccc3C[C@@H]1[C@H]2C,0.2977505624294281
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(CCCO)ccc3C[C@@H]1[C@H]2C,0.23530837893486023
CCOC(=O)[C@H]1CCCN1C(=O)c1ccc2c(c1)[C@]1(C)CCN([C@H](CC)c3ccc(F)cc3Cl)[C@H](C2)[C@H]1C,0.22980543971061707
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(CCC(N)=O)ccc3C[C@@H]1[C@H]2C,0.25432294607162476
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(C(=O)N4CCC[C@@H]4CO)ccc3C[C@@H]1[C@H]2C,0.20639729499816895
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(N)ccc3C[C@@H]1[C@H]2C,0.6408768892288208
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(C(=O)N4CCC[C@@H]4C(=O)OC(C)C)ccc3C[C@@H]1[C@H]2C,0.14911410212516785
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(C(=O)N4CCC[C@@H]4COC)ccc3C[C@@H]1[C@H]2C,0.2432846575975418
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(NCc4ccccc4OC)ccc3C[C@@H]1[C@H]2C,0.4282856285572052
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(NCc4cccc(OC)c4OC)ccc3C[C@@H]1[C@H]2C,0.42885062098503113
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(NCc4cccnc4)ccc3C[C@@H]1[C@H]2C,0.3610270619392395
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(NCc4ccncc4)ccc3C[C@@H]1[C@H]2C,0.3980245590209961
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(NCc4ccccn4)ccc3C[C@@H]1[C@H]2C,0.41859614849090576
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(NCc4cncnc4)ccc3C[C@@H]1[C@H]2C,0.33891668915748596
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(NCc4cccc(C#N)c4)ccc3C[C@@H]1[C@H]2C,0.4093380868434906
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(NCc4ccccc4)ccc3C[C@@H]1[C@H]2C,0.37593215703964233
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(NCCc4cccnc4)ccc3C[C@@H]1[C@H]2C,0.3645673096179962
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(NCCc4ccncc4)ccc3C[C@@H]1[C@H]2C,0.4000592827796936
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(NCCc4ccccn4)ccc3C[C@@H]1[C@H]2C,0.4517287313938141
CC[C@H](c1ccc(F)cc1Cl)N1CC[C@@]2(C)c3cc(NCc4ncccc4OC)ccc3C[C@@H]1[C@H]2C,0.43561315536499023
