Smile,Label
c1(F)ccc([C@H](N2[C@@H]3Cc4c(cc(O)cc4)[C@@](C)([C@@H]3C)CC2)CC)c(Cl)c1,0.1980857640504837
C1c2c(cc(OCCOC)cc2)[C@@]2(C)[C@H](C)[C@@H]1N([C@@H](c1ccc(F)cc1Cl)CC)CC2,0.23425952196121216
[C@@H]1(C)[C@@H]2N([C@@H](c3ccc(F)cc3Cl)CC)CC[C@@]1(C)c1cc(C#N)ccc1C2,0.25796386003494265
[C@@H]12Cc3c(cc(O)cc3)[C@@](C)([C@@H]1C)CCN2[C@@H](c1ccc(F)cc1)CC,0.2520534783601761
[C@H](c1c(Cl)cc(F)cc1)(CC)N1CC[C@]2(C)[C@H](C)[C@H]1Cc1ccc(OC(=O)C)cc12,0.2051208347082138
Clc1c([C@@H](CC)N2[C@@H]3Cc4ccc(N)cc4[C@@](C)([C@@H]3C)CC2)ccc(F)c1,0.48998297452926637
c1(C(=O)NCCO)cc2c(cc1)C[C@H]1N([C@H](CC)c3ccc(F)cc3Cl)CC[C@]2(C)[C@@H]1C,0.20965987145900727
C1[C@]2(C)[C@H](C)[C@H](N([C@H](CC)c3ccc(F)cc3Cl)C1)Cc1ccc(NC)cc12,0.32385416626930236
c1([C@H](N2[C@@H]3Cc4c(cc(OCC#N)cc4)[C@](C)(CC2)[C@@H]3C)CC)c(Cl)cc(F)cc1,0.17224060893058776
C(C)[C@@H](N1[C@H]2[C@@H](C)[C@](C)(c3cc(NCC#N)ccc3C2)CC1)c1c(Cl)cc(F)cc1,0.34122607111930847
[C@@H]12[C@@H](C)[C@@](C)(CCN1[C@@H](c1c(Cl)cc(F)cc1)CC)c1c(ccc(OCCO)c1)C2,0.23001858592033386
C1N([C@H](CC)c2c(Cl)cc(F)cc2)[C@H]2[C@@H](C)[C@](C)(c3cc(OCC(N)=O)ccc3C2)C1,0.2286827325820923
C(c1cc2c(cc1)C[C@@H]1[C@@H](C)[C@@]2(C)CCN1[C@@H](c1ccc(F)cc1Cl)CC)(=O)N1[C@@H](C(OC)=O)CCC1,0.2840168416500092
C1CC[C@@H](C(=O)OC)N1C(c1cc2c(cc1)C[C@@H]1[C@@H](C)[C@@]2(C)CCN1[C@@H](c1ccc(F)cc1Cl)CC)=O,0.2840168416500092
c1c(Cl)c([C@H](N2CC[C@@]3(C)c4c(ccc(OCC(=O)NO)c4)C[C@@H]2[C@H]3C)CC)ccc1F,0.45719982385635377
C([C@@H](N1CC[C@@]2(C)c3cc(NCc4ccc(OC)cc4OC)ccc3C[C@@H]1[C@H]2C)c1ccc(F)cc1Cl)C,0.40474640130996703
c1cc(NC=O)cc2c1C[C@H]1N([C@H](CC)c3ccc(F)cc3Cl)CC[C@]2(C)[C@@H]1C,0.43895681500434874
C(CCC(=O)Nc1ccc2c(c1)[C@]1(C)CCN([C@H](CC)c3c(Cl)cc(F)cc3)[C@@H]([C@H]1C)C2)CCC(=O)OC,0.19181512296199799
[C@]12(C)CCN([C@@H](c3ccc(F)cc3Cl)CC)[C@H](Cc3c1cc(C(=O)N1CCCC[C@H]1C(=O)OC)cc3)[C@H]2C,0.2371797114610672
[C@@]12(C)CCN([C@H](CC)c3c(Cl)cc(F)cc3)[C@@H]([C@H]1C)Cc1ccc(NC(=O)COc3ccc(OC)cc3)cc12,0.30227990448474884
[C@@]12(C)[C@H](C)[C@@H](Cc3c1cc(NC(=O)COc1ccc(C#N)cc1)cc3)N([C@H](CC)c1c(Cl)cc(F)cc1)CC2,0.2836873531341553
Clc1cc(F)ccc1[C@@H](CC)N1[C@@H]2Cc3ccc(C(=O)N4CC4)cc3[C@](C)(CC1)[C@@H]2C,0.2843356430530548
